0	0	0.55	0.85
0	1	0.55	0.85
0	2	0.59	0.85
0	3	0.57	0.85
1	0	0.59	0.85
1	1	0.56	0.85
1	2	0.58	0.86
1	3	0.58	0.85
2	0	0.58	0.85
2	1	0.55	0.85
2	2	0.47	0.85
2	3	0.58	0.86
3	0	0.56	0.85
3	1	0.59	0.85
3	2	0.60	0.83
3	3	0.60	0.84
4	0	0.57	0.86
4	1	0.60	0.84
4	2	0.59	0.85
4	3	0.56	0.85
5	0	0.59	0.81
5	1	0.56	0.81
5	2	0.60	0.81
5	3	0.59	0.81
6	0	0.55	0.85
6	1	0.57	0.85
6	2	0.53	0.86
6	3	0.59	0.85
7	0	0.58	0.83
7	1	0.58	0.85
7	2	0.57	0.85
7	3	0.58	0.85
8	0	0.58	0.85
8	1	0.60	0.85
8	2	0.55	0.86
8	3	0.60	0.85
9	0	0.57	0.86
9	1	0.57	0.87
9	2	0.56	0.87
9	3	0.56	0.86
10	0	0.57	0.85
10	1	0.60	0.84
10	2	0.60	0.85
10	3	0.54	0.85
11	0	0.00	0.00
11	1	0.00	0.00
11	2	0.00	0.00
11	3	0.00	0.00
