0	0	72.324
0	1	53.5979
0	2	79.3048
0	3	50.8522
0	4	60.8046
0	5	75.7853
0	6	88.1768
0	7	92.6591
0	8	104.149
0	9	62.7037
0	10	92.3996
0	11	77.3445
1	0	74.2933
1	1	62.2216
1	2	79.2166
1	3	66.2609
1	4	53.4061
1	5	65.8981
1	6	76.2067
1	7	64.1258
1	8	81.8107
1	9	91.4404
1	10	79.8188
1	11	102.739
2	0	88.6123
2	1	91.671
2	2	89.6199
2	3	91.3951
2	4	103.823
2	5	97.0796
2	6	77.1644
2	7	86.2435
2	8	93.5964
2	9	75.8321
2	10	86.4968
2	11	47.1525
3	0	94.9485
3	1	82.7755
3	2	87.6349
3	3	102.406
3	4	99.3589
3	5	97.8219
3	6	85.9877
3	7	101.262
3	8	98.2021
3	9	71.0815
3	10	79.9407
3	11	80.9603
4	0	67.9697
4	1	68.9456
4	2	72.0826
4	3	76.2438
4	4	59.9752
4	5	78.0557
4	6	88.4829
4	7	75.9023
4	8	95.4104
4	9	67.4508
4	10	112.029
4	11	111.07
5	0	86.366
5	1	57.3063
5	2	63.4869
5	3	70.1566
5	4	85.8242
5	5	99.1087
5	6	101.521
5	7	74.5619
5	8	114.112
5	9	120.662
5	10	93.9656
5	11	116.388
6	0	114.494
6	1	88.7022
6	2	78.0195
6	3	57.1694
6	4	84.6609
6	5	72.4923
6	6	80.9319
6	7	106.381
6	8	85.4052
6	9	76.3706
6	10	113.854
6	11	87.8033
7	0	104.231
7	1	77.7904
7	2	82.3209
7	3	84.4505
7	4	78.8107
7	5	82.237
7	6	101.47
7	7	88.8579
7	8	66.6216
7	9	88.7836
7	10	67.7474
7	11	96.2889
8	0	66.0249
8	1	43.7431
8	2	40.4616
8	3	62.8445
8	4	62.3008
8	5	48.0037
8	6	48.4014
8	7	47.1035
8	8	85.981
8	9	59.9425
8	10	99.0767
8	11	73.3575
9	0	76.1122
9	1	81.4036
9	2	69.8349
9	3	84.048
9	4	77.2445
9	5	69.2455
9	6	57.5362
9	7	65.4266
9	8	105.061
9	9	114.532
9	10	113.389
9	11	76.6203
10	0	83.9555
10	1	76.6475
10	2	58.1815
10	3	68.083
10	4	57.0796
10	5	81.3237
10	6	86.6266
10	7	53.09
10	8	121.248
10	9	102.639
10	10	111.251
10	11	108.289
11	0	58.5607
11	1	74.6256
11	2	63.657
11	3	53.0204
11	4	52.0395
11	5	66.2692
11	6	86.6152
11	7	51.5798
11	8	123.719
11	9	117.056
11	10	111.76
11	11	99.1119
