0	0	56.9142
0	1	98.3134
0	2	85.2856
0	3	65.6041
0	4	103.988
0	5	79.7149
0	6	107.545
0	7	109.929
0	8	81.7577
0	9	73.3553
0	10	104.109
0	11	99.5697
1	0	97.0848
1	1	82.1675
1	2	91.4123
1	3	90.28
1	4	99.3472
1	5	78.2296
1	6	108.435
1	7	118.549
1	8	114.092
1	9	84.4654
1	10	113.366
1	11	65.3757
2	0	115.771
2	1	92.3804
2	2	88.5564
2	3	89.2948
2	4	48.7671
2	5	121.402
2	6	110.564
2	7	121.87
2	8	108.154
2	9	91.2302
2	10	112.053
2	11	98.3378
3	0	106.13
3	1	91.4938
3	2	85.5187
3	3	95.4929
3	4	113.211
3	5	89.4022
3	6	111.373
3	7	108.703
3	8	115.069
3	9	117.811
3	10	115.771
3	11	90.1136
4	0	57.6434
4	1	62.9634
4	2	69.8872
4	3	63.9433
4	4	63.2143
4	5	66.2939
4	6	68.2168
4	7	65.075
4	8	100.053
4	9	76.3651
4	10	88.9117
4	11	73.8058
5	0	102.677
5	1	96.7955
5	2	77.7685
5	3	77.1208
5	4	119.461
5	5	86.498
5	6	68.5354
5	7	103.368
5	8	61.0871
5	9	111.216
5	10	71.8918
5	11	90.1647
6	0	104.498
6	1	79.1052
6	2	95.5481
6	3	103.203
6	4	73.7788
6	5	113.394
6	6	125.985
6	7	121.926
6	8	47.7564
6	9	50.4902
6	10	68.1578
6	11	81.9011
7	0	101.82
7	1	93.5793
7	2	79.5746
7	3	94.0787
7	4	82.0764
7	5	75.1137
7	6	85.8969
7	7	75.4971
7	8	94.2472
7	9	68.4458
7	10	51.8468
7	11	94.4108
8	0	67.3517
8	1	24.7984
8	2	50.6368
8	3	85.9292
8	4	76.5658
8	5	65.0888
8	6	78.9958
8	7	15.3387
8	8	75.345
8	9	71.9036
8	10	120.806
8	11	80.2726
9	0	111.802
9	1	66.6498
9	2	86.8153
9	3	74.1084
9	4	70.3234
9	5	84.5613
9	6	171.016
9	7	113.653
9	8	85.8858
9	9	79.3546
9	10	83.1797
9	11	67.3962
10	0	96.4399
10	1	75.6393
10	2	95.3587
10	3	77.8395
10	4	85.1963
10	5	76.1693
10	6	92.0476
10	7	78.8546
10	8	128.022
10	9	101.782
10	10	66.3205
10	11	96.4666
11	0	118.095
11	1	75.4941
11	2	120.888
11	3	96.0586
11	4	72.2418
11	5	93.9731
11	6	121.918
11	7	73.7589
11	8	81.1494
11	9	119.28
11	10	82.8169
11	11	99.2245
